edibility,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat
edible,convex,smooth,white,yes,anise,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,meadows
edible,flat,scaly,white,yes,almond,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,convex,smooth,yellow,yes,anise,free,close,broad,white,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,grasses
edible,bell,scaly,white,yes,anise,free,close,broad,white,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,grasses
edible,convex,scaly,white,yes,almond,free,close,broad,gray,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,numerous,grasses
edible,convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,purple,purple,white,one,evanescent,black,scattered,grasses
edible,flat,smooth,brown,yes,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,purple,purple,white,one,pendant,black,solitary,paths
poisonous,convex,scaly,white,yes,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,brown,several,urban
edible,bell,scaly,white,yes,almond,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,numerous,grasses
edible,bell,scaly,white,yes,almond,free,close,broad,black,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,meadows
edible,bell,smooth,white,yes,anise,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,numerous,grasses
edible,bell,smooth,white,yes,almond,free,close,broad,white,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,numerous,grasses
edible,convex,scaly,yellow,yes,almond,free,close,broad,white,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,grasses
edible,bell,scaly,white,yes,anise,free,close,broad,white,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,numerous,meadows
edible,convex,fibrous,yellow,yes,almond,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,convex,fibrous,gray,no,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,brown,solitary,urban
edible,flat,smooth,yellow,yes,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,purple,purple,white,one,pendant,brown,scattered,grasses
edible,bell,scaly,white,yes,anise,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,numerous,meadows
edible,convex,scaly,yellow,yes,almond,free,close,broad,gray,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,grasses
edible,convex,smooth,yellow,yes,almond,free,close,broad,black,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,grasses
edible,convex,smooth,white,yes,anise,free,close,broad,white,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,grasses
edible,sunken,fibrous,gray,no,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,brown,several,urban
edible,convex,scaly,white,yes,almond,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,numerous,meadows
poisonous,convex,scaly,white,yes,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,black,scattered,grasses
edible,convex,smooth,yellow,yes,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,purple,purple,white,one,pendant,brown,scattered,grasses
edible,flat,fibrous,white,yes,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,convex,smooth,white,yes,anise,free,close,broad,gray,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,numerous,meadows
edible,bell,smooth,white,yes,anise,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,grasses
edible,convex,scaly,white,yes,almond,free,close,broad,gray,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,numerous,grasses
edible,convex,scaly,yellow,yes,almond,free,close,broad,gray,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,grasses
poisonous,convex,smooth,brown,yes,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,black,several,urban
edible,bell,scaly,yellow,yes,almond,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,numerous,grasses
edible,convex,fibrous,gray,no,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,black,solitary,urban
poisonous,convex,smooth,white,yes,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,black,scattered,urban
edible,convex,smooth,yellow,yes,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,purple,purple,white,one,pendant,brown,solitary,paths
edible,flat,fibrous,brown,no,none,free,close,narrow,black,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,black,several,urban
edible,bell,scaly,white,yes,anise,free,close,broad,black,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,numerous,grasses
edible,convex,fibrous,white,yes,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,convex,smooth,white,yes,anise,free,close,broad,white,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,grasses
edible,bell,smooth,yellow,yes,anise,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,grasses
edible,convex,smooth,yellow,yes,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,purple,purple,white,one,pendant,black,scattered,grasses
edible,flat,smooth,yellow,yes,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,purple,purple,white,one,pendant,black,scattered,paths
edible,flat,smooth,yellow,yes,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,purple,purple,white,one,pendant,black,solitary,paths
edible,convex,scaly,white,yes,anise,free,close,broad,white,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,grasses
edible,convex,scaly,white,yes,almond,free,close,broad,white,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,numerous,meadows
poisonous,convex,scaly,white,yes,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,black,several,urban
edible,flat,fibrous,white,yes,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,purple,several,wood
edible,convex,scaly,white,yes,anise,free,close,broad,white,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,grasses
edible,convex,scaly,white,yes,anise,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,purple,several,wood
edible,convex,smooth,white,yes,almond,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,meadows
edible,flat,smooth,yellow,yes,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,purple,purple,white,one,pendant,black,solitary,paths
edible,convex,scaly,brown,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,purple,purple,white,one,evanescent,black,scattered,grasses
edible,flat,smooth,yellow,yes,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,purple,purple,white,one,pendant,brown,solitary,grasses
poisonous,convex,scaly,brown,yes,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,grasses
edible,sunken,fibrous,brown,no,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,brown,several,urban
edible,bell,smooth,yellow,yes,anise,free,close,broad,white,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,meadows
edible,bell,scaly,white,yes,anise,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,grasses
edible,bell,smooth,white,yes,anise,free,close,broad,black,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,numerous,meadows
edible,flat,fibrous,brown,no,none,free,close,narrow,black,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,brown,several,urban
edible,convex,scaly,white,yes,almond,free,close,broad,white,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,numerous,meadows
edible,bell,smooth,white,yes,anise,free,close,broad,gray,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,numerous,grasses
edible,bell,smooth,white,yes,almond,free,close,broad,gray,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,numerous,meadows
edible,flat,smooth,brown,yes,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,purple,purple,white,one,pendant,brown,scattered,grasses
poisonous,convex,smooth,white,yes,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,black,several,grasses
edible,convex,scaly,white,yes,almond,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,numerous,grasses
edible,convex,smooth,white,yes,almond,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,meadows
edible,flat,fibrous,white,yes,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,purple,several,wood
edible,flat,fibrous,gray,no,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,black,several,urban
edible,flat,scaly,gray,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,purple,purple,white,one,evanescent,black,abundant,grasses
edible,convex,smooth,yellow,yes,almond,free,close,broad,gray,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,meadows
edible,bell,scaly,white,yes,almond,free,close,broad,black,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,meadows
poisonous,flat,smooth,brown,yes,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,black,scattered,urban
edible,convex,scaly,white,yes,anise,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,numerous,meadows
poisonous,flat,scaly,brown,yes,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,black,several,urban
edible,convex,smooth,white,yes,anise,free,close,broad,black,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,grasses
edible,convex,smooth,yellow,yes,almond,free,close,broad,black,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,numerous,meadows
edible,flat,smooth,yellow,yes,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,purple,purple,white,one,pendant,brown,scattered,paths
edible,convex,smooth,brown,yes,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,purple,purple,white,one,pendant,brown,scattered,paths
edible,flat,smooth,brown,yes,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,purple,purple,white,one,pendant,brown,solitary,grasses
edible,convex,smooth,white,yes,almond,free,close,broad,white,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,numerous,meadows
edible,flat,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,purple,purple,white,one,evanescent,black,scattered,grasses
edible,convex,scaly,yellow,yes,anise,free,close,broad,black,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,numerous,meadows
poisonous,convex,smooth,white,yes,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,grasses
edible,bell,smooth,yellow,yes,almond,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,numerous,meadows
edible,sunken,fibrous,brown,no,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,brown,several,urban
edible,convex,scaly,yellow,yes,anise,free,close,broad,black,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,meadows
edible,bell,smooth,white,yes,anise,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,numerous,meadows
edible,flat,smooth,brown,yes,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,purple,purple,white,one,pendant,black,scattered,grasses
edible,bell,smooth,yellow,yes,almond,free,close,broad,gray,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,meadows
edible,bell,smooth,white,yes,almond,free,close,broad,gray,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,grasses
edible,convex,smooth,brown,yes,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,purple,purple,white,one,pendant,brown,solitary,paths
edible,flat,fibrous,gray,no,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,brown,solitary,urban
edible,convex,fibrous,gray,no,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,black,solitary,urban
edible,bell,smooth,yellow,yes,anise,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,grasses
edible,convex,scaly,yellow,yes,anise,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,meadows
edible,bell,smooth,white,yes,anise,free,close,broad,black,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,grasses
edible,convex,scaly,white,yes,almond,free,close,broad,gray,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,meadows
edible,bell,scaly,yellow,yes,almond,free,close,broad,gray,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,numerous,meadows
edible,convex,scaly,yellow,yes,almond,free,close,broad,black,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,meadows
edible,convex,fibrous,gray,no,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,purple,purple,white,one,evanescent,black,scattered,grasses
edible,flat,scaly,yellow,yes,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
poisonous,convex,smooth,white,yes,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,purple,purple,white,one,pendant,black,scattered,grasses
edible,convex,fibrous,white,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,purple,purple,white,one,evanescent,black,abundant,grasses
edible,bell,smooth,white,yes,almond,free,close,broad,white,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,grasses
edible,convex,scaly,yellow,yes,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,purple,purple,white,one,pendant,brown,several,wood
edible,bell,smooth,white,yes,almond,free,close,broad,brown,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,grasses
edible,convex,smooth,white,yes,anise,free,close,broad,gray,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,black,scattered,grasses
edible,convex,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,green,white,one,pendant,brown,solitary,wood
edible,bell,smooth,white,yes,anise,free,close,broad,black,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,scattered,meadows
edible,convex,scaly,yellow,yes,anise,free,close,broad,gray,enlarging,club,smooth,smooth,purple,purple,white,one,pendant,brown,numerous,meadows
